id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30763950,BRIGHT AND LOFTY IN THE  EAST VILLAGE,363717,Sara,Manhattan,East Village,40.72213,-73.98122,Entire home/apt,350,4,2,2019-06-04,1.15,1,127
746983,Enjoy All the Comforts of Home!,3920171,Sophia,Manhattan,Harlem,40.81161,-73.94046,Private room,80,3,0,,,1,362
1273533,1 Bedroom avail in BK 3BD w/ porch,2246253,Nerenda,Brooklyn,Bedford-Stuyvesant,40.69585,-73.9446,Private room,75,1,2,2014-08-13,0.03,1,0
9969559,Prime Upper East Side 1Br Apartment,3859737,Yuan,Manhattan,Upper East Side,40.76481,-73.95651,Entire home/apt,225,3,5,2019-06-25,0.53,1,0
18896824,Luxury Coliving Space in Modern Loft,4440278,Emmanuel,Brooklyn,Williamsburg,40.71143,-73.94009,Private room,119,3,10,2019-04-21,0.39,3,180
17524075,Quiet & spacious east village/LES private bedroom,15730200,Ruishu,Manhattan,Lower East Side,40.72131,-73.98508,Private room,150,2,1,2019-04-20,0.37,1,0
2637014,Apt #2: Beautiful 2BR/1BA Crown Hgt,13503154,Clayon Elizabeth,Brooklyn,Crown Heights,40.67228,-73.93352,Entire home/apt,150,28,22,2019-01-05,0.38,2,207
385824,New York City- Riverdale Modern two bedrooms unit,1931205,Orit,Bronx,Spuyten Duyvil,40.87991,-73.91673,Entire home/apt,120,2,47,2019-07-03,1.22,1,318
33534624,Chic Blush Shine,243489304,Jackie,Manhattan,Chinatown,40.71515,-73.99099,Private room,89,4,16,2019-07-06,5.0,2,166
24719244,Fort Greene Brownstone Apartment for 6,186851013,Deborah,Brooklyn,Fort Greene,40.68957,-73.97449,Entire home/apt,200,2,31,2019-05-27,2.27,1,95
29733748,Chambers Queen - Modernist Room | Minutes from 5th,220229838,Chamber Hotel,Manhattan,Midtown,40.7637,-73.97422,Private room,191,2,5,2019-06-16,3.0,11,217
9679310,Two Large Rooms in Union Sq Duplex,25165109,Alex,Manhattan,Gramercy,40.73429,-73.98689,Private room,160,2,1,2015-12-13,0.02,1,0
13098627,Spacious 2 bedroom apartment,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.7645,-73.99447,Entire home/apt,200,30,3,2017-11-26,0.12,31,341
35710560,"❥❥1*NYC Cozy: 4min/subway, 25m/city, 20m/LGA,JFK❥❥",63272360,Annie Lawrence,Queens,Woodhaven,40.69343,-73.86745,Private room,60,3,0,,,6,50
30592546,Spacious Bronx apartment near Bronx Zoo,229480146,Marcelina,Bronx,Tremont,40.84289,-73.88773,Entire home/apt,40,2,17,2019-06-28,2.7,1,107
35688424,Bedroom + Ensuite Bath + Backyard in Bedstuy,20086738,Kristin Page,Brooklyn,Bedford-Stuyvesant,40.68028,-73.91829,Private room,105,2,0,,,2,17
30913799,Spacious bedroom near Central Park/Columbus Circle,87505316,Litri,Manhattan,Upper West Side,40.76927,-73.98477,Private room,90,3,5,2019-05-03,0.77,1,1
21524675,Entire floor in Brooklyn Townhouse w/large patio,134516,Eren,Brooklyn,Williamsburg,40.71341,-73.96556,Entire home/apt,165,3,32,2019-06-24,1.63,1,10
27237625,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,205031545,Red Awning,Manhattan,Midtown,40.75459,-73.96707,Entire home/apt,737,3,3,2019-06-10,0.44,49,153
36457700,"Large 3 bed, 2 bath , garden , bbq , all you need",66993395,Thomas,Brooklyn,Bedford-Stuyvesant,40.68886,-73.92879,Entire home/apt,345,4,0,,,3,354
18488833,Sunny Parlor Apt in Flatbush Townhouse (furnished),10285950,Christina,Brooklyn,Flatbush,40.64493,-73.95488,Entire home/apt,85,6,14,2019-03-24,0.53,3,339
9282987,"Park Slope, Brooklyn Charm",11607339,Nani,Brooklyn,Park Slope,40.67815,-73.97878,Entire home/apt,130,2,4,2016-12-31,0.09,1,0
22076192,Bed-Stuy modern private room near Williamsburg,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,40.69294,-73.9398,Private room,50,30,3,2018-06-02,0.17,10,364
33446373,large room in a 4 bedroom (2bath) apartment,251968645,Diana,Brooklyn,Greenpoint,40.73354,-73.95719,Private room,65,1,1,2019-04-14,0.35,1,0
33230477,NYC Bedroom!! - Minutes to Central Park!!,140830391,Jay,Manhattan,Inwood,40.86387,-73.92711,Private room,180,5,6,2019-06-23,1.94,9,323
24062062,Brooklyn loft with Manhattan skyline view,22002554,Eleni,Brooklyn,Bushwick,40.70057,-73.92385,Entire home/apt,180,7,3,2019-01-02,0.22,1,1
6689548,Cozy apartment in Nolita/SoHo,4271676,Nat,Manhattan,Nolita,40.72287,-73.99593,Entire home/apt,265,2,90,2019-06-22,1.95,3,11
10073940,Welcome to NYC! Modern Luxury 2 BR-5 min from JFK,51688993,Taran & Najla,Queens,Jamaica,40.6896,-73.80446,Entire home/apt,179,1,103,2019-07-02,2.67,2,324
4822057,Room in Airy Williamsburg Apt,19660044,Jennifer,Brooklyn,Williamsburg,40.70816,-73.94244,Private room,103,1,7,2016-05-31,0.13,1,0
4093511,Soho 1 Bedroom,21232737,Donour,Manhattan,SoHo,40.72651,-74.00014,Entire home/apt,125,1,0,,,1,1
12343098,Fabulously Located Comfortable 3 Bedroom Loft,66640174,E.C.,Manhattan,Flatiron District,40.7411,-73.99024,Entire home/apt,525,5,49,2019-06-13,1.26,1,314
19650084,Simple private bedroom in house apartment,61308650,Elan,Brooklyn,Cypress Hills,40.68244,-73.89489,Private room,29,1,51,2019-06-01,2.1,1,16
1091840,"Private bedroom in Manhattan, NYC ",4714927,Elisa,Manhattan,East Harlem,40.78859,-73.94715,Private room,75,2,152,2019-05-31,2.03,4,12
15716633,Bright Spacious BK Room with Bath,22118802,Sara,Brooklyn,Bushwick,40.7007,-73.92359,Private room,90,3,3,2016-12-01,0.09,1,0
660016,"Peaceful with Windows, Brooklyn Apt",270064,Sean - Hygge Stay,Brooklyn,Williamsburg,40.70249,-73.9488,Entire home/apt,139,2,211,2019-07-04,2.57,1,19
12115597,Convenient Apt w/ private bathroom!,53282710,Weiyi,Manhattan,Upper West Side,40.79546,-73.96452,Private room,98,3,2,2016-08-06,0.05,1,0
25045213,Private Bedroom in 2-bed/New Full-Service Building,3346513,Sorel,Brooklyn,Downtown Brooklyn,40.68984,-73.98416,Private room,130,2,38,2019-06-28,2.73,2,103
27389714,32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,200380610,Pranjal,Manhattan,Upper West Side,40.77071,-73.98545,Entire home/apt,230,30,0,,,65,348
23222091,Lovely 1 bedroom in East Harlem,33438428,Eni,Manhattan,East Harlem,40.80086,-73.93979,Entire home/apt,80,5,15,2018-10-21,0.93,1,46
29509877,Great Location in Midtown! ESB,211549023,Studioplus,Manhattan,Midtown,40.74759,-73.98889,Entire home/apt,220,2,9,2019-06-15,1.54,13,283
20011434,Hank's,28825500,Matt,Brooklyn,Williamsburg,40.71088,-73.95099,Private room,100,1,0,,,1,0
15178955,Large 1 bedroom-Private Bath in 2 bed apartment,50860659,James,Queens,Ridgewood,40.70703,-73.90907,Private room,80,7,5,2019-01-04,0.15,1,188
21955216,"Bright, contemporary Kips Bay Studio apt",8801391,Alper Demis,Manhattan,Kips Bay,40.74381,-73.97944,Entire home/apt,300,3,0,,,1,180
7972825,"Lovely, kitschy 1BR + Foldout Couch",42073103,Brent,Queens,Astoria,40.75535,-73.92609,Entire home/apt,100,2,4,2015-11-29,0.09,1,0
13171746,Large Sunny Bedroom with Empire State Views,31154454,Elliot,Manhattan,Midtown,40.74244,-73.98316,Private room,99,1,180,2019-06-21,4.86,2,2
848853,Upper Manhattan//Harlem Classic,4432173,Stella,Manhattan,Harlem,40.80712,-73.95316,Private room,65,2,15,2018-05-16,0.2,1,361
34790702,Spacious 3 br/2bath balcony views in heart of NYC,170464089,Allison,Manhattan,Murray Hill,40.7458,-73.97744,Entire home/apt,490,2,4,2019-07-01,3.33,1,248
27173844,Midtown (near Korean town) spacious private room,74529394,Siyu,Manhattan,Midtown,40.74832,-73.98423,Private room,80,5,2,2018-08-31,0.17,1,0
2048796,Sunnyside Gardens Oasis!,763439,Joel,Queens,Sunnyside,40.74817,-73.91886,Private room,50,1,1,2017-08-12,0.04,1,0
4840841,"Quiet, Modern Gem in LES w balcony!",4244200,Claire,Manhattan,Lower East Side,40.71942,-73.98605,Entire home/apt,200,2,0,,,1,0
25864886,Prime Williamsburg on quiet street!,226563,Rolf Arne,Brooklyn,Williamsburg,40.71479,-73.94916,Entire home/apt,120,14,0,,,1,0
9022118,Single room in apartment share,8311526,Sean,Manhattan,Upper West Side,40.79807,-73.96894,Private room,80,1,1,2015-11-03,0.02,1,0
29611826,Modern & trendy serenity—great High Line location,287348,Rachelle,Manhattan,Chelsea,40.74919,-74.00377,Entire home/apt,299,2,7,2019-06-02,0.9,1,0
34485697,Modern One Bedroom Suite Near Central Park,261761719,WestHouse,Manhattan,Midtown,40.76413,-73.98431,Private room,100,1,0,,,6,290
29984118,BEAUTIFUL Brownstone Apt in Historic Ft. Greene,3422235,Julia,Brooklyn,Fort Greene,40.68946,-73.97279,Entire home/apt,270,3,1,2018-12-08,0.14,1,125
30393803,Stately Central Chelsea 1BR w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Chelsea,40.74261,-73.99457,Entire home/apt,356,30,0,,,232,323
22571028,Apt. 2nd Floor (A)   2/4 Guest,87073749,Benedetta,Brooklyn,Williamsburg,40.70982,-73.95609,Entire home/apt,125,2,80,2019-06-22,4.44,2,74
23650831,Spacious room in Williamsburg,7849107,Nicholas,Brooklyn,Williamsburg,40.71384,-73.94228,Private room,55,15,0,,,2,1
18731029,Upper WestSide Manhattan Comfort 3,67768251,Felipe,Manhattan,Upper West Side,40.78293,-73.97636,Private room,40,30,8,2019-04-26,0.42,3,204
5284341,Quiet Cottage with Private Yard,15264295,Toby,Queens,Maspeth,40.73973,-73.90731,Private room,60,1,0,,,1,0
566911,Entire 1 Bedroom Apartment Flat Historic Bedstuy,2788488,Sajjad,Brooklyn,Bedford-Stuyvesant,40.68411,-73.93875,Entire home/apt,80,4,42,2019-05-28,0.49,1,245
17140695,Sun-Filled Apartment in Bushwick,2770769,Karen,Brooklyn,Bushwick,40.69864,-73.92827,Entire home/apt,115,90,2,2017-07-24,0.08,1,34
2159193,The Perfect 1-bedroom in Cobble Hill,11012377,Edward,Brooklyn,Carroll Gardens,40.68497,-73.9902,Entire home/apt,125,5,2,2019-04-19,0.32,1,196
34922682,"Massive & Convenient 2  Bedroom, 1.5 bath Central",244030009,Ben,Manhattan,Midtown,40.74324,-73.98329,Entire home/apt,550,1,0,,,1,48
10270377,Cozy Bedroom in Apartment Uptown,52601644,Shamroz,Manhattan,Harlem,40.80338,-73.95734,Private room,60,1,2,2016-01-08,0.05,1,0
1255828,Sunny Beach House type room on UWS,5561816,Caitlin,Manhattan,Upper West Side,40.78323,-73.98105,Private room,95,3,191,2019-06-24,2.61,1,207
32232908,Urban Zen in the Heart of Williamsburg,29775337,Amanda,Brooklyn,Williamsburg,40.7185,-73.95601,Private room,150,2,7,2019-05-26,1.48,1,20
485026,Sunny Apt in Brooklyn-Close to Manhattan,2400932,Jackie'S Place,Brooklyn,Gowanus,40.67858,-73.98537,Private room,125,31,17,2014-06-30,0.2,2,331
5404627,Sun Drenched Williamsburg Apt,5175035,Francesca And Angelique,Brooklyn,Williamsburg,40.71208,-73.95091,Entire home/apt,300,2,3,2016-06-02,0.07,1,0
4737930,Spanish Harlem Apt,1235070,Olson,Manhattan,East Harlem,40.79264,-73.93898,Entire home/apt,9999,5,1,2015-01-02,0.02,1,0
9794402,Cute Apartment - heart of Astoria,17490821,Pierre,Queens,Astoria,40.7609,-73.92288,Entire home/apt,100,3,1,2015-12-28,0.02,1,0
3005990,Beautiful Large Room in Park Slope,15318802,Jessie,Brooklyn,Sunset Park,40.66528,-73.99382,Private room,54,1,4,2018-05-15,0.07,1,0
29162918,ELMHURST/FLUSHING 1ST FLOOR 3BEDROOM APT.,219333557,Rafael,Queens,East Elmhurst,40.76236,-73.86862,Entire home/apt,149,1,40,2019-06-24,5.0,7,0
4469650,Huge 5BR Townhouse - LEGAL NYC B&B!,23189353,Elizabeth,Manhattan,Harlem,40.80521,-73.94519,Entire home/apt,300,4,143,2019-06-23,2.56,1,204
15299630,Bright & spacious apartment in East Williamsburg,4360212,Anu,Brooklyn,Williamsburg,40.70912,-73.94513,Entire home/apt,135,2,22,2019-07-07,0.66,1,5
33072230,Sonder | Stock Exchange | Sleek 3BR + Laundry,219517861,Sonder (NYC),Manhattan,Financial District,40.70645,-74.01186,Entire home/apt,520,2,6,2019-06-16,2.43,327,262
30401429,Lovely room in convenient location. J/M & L trains,58344344,Julie,Brooklyn,Bushwick,40.70089,-73.93903,Private room,51,1,33,2019-06-28,5.24,1,19
36304897,Cozy Sunnyside Apartment,214095681,Pavel And Sarah,Queens,Sunnyside,40.74583,-73.92268,Entire home/apt,74,15,0,,,2,22
31413351,"Private entrance, own bathroom, comfy  & sunshine",33614329,Walter,Brooklyn,Bushwick,40.69684,-73.9307,Entire home/apt,85,1,36,2019-07-03,6.1,4,210
22400254,large room and convenient to train and JFK. #4,82367658,John,Queens,Richmond Hill,40.68985,-73.82003,Private room,40,3,7,2019-06-13,0.38,5,313
20772782,Bushwick Palace,69034515,Alexandra,Brooklyn,Bushwick,40.70353,-73.9288,Private room,80,4,0,,,1,0
34492605,Brand new huge 3 bedroom apartment.,260352154,Ranjit,Queens,South Ozone Park,40.67072,-73.79534,Entire home/apt,400,1,1,2019-06-05,0.86,1,281
25772415,Brooklyn Care & Comfort,105828086,Nikki,Brooklyn,Flatbush,40.64324,-73.96332,Private room,45,2,26,2019-07-01,2.02,4,2
7111050,Cozy Couch In Great Space Perfect For Backpackers,34546849,Amber,Brooklyn,Bedford-Stuyvesant,40.68828,-73.92989,Shared room,29,2,102,2019-07-01,2.11,3,288
21621231,Private room in lively East Village rooftop duplex,35703699,Christian,Manhattan,East Village,40.72179,-73.97904,Private room,80,2,1,2017-11-11,0.05,1,0
33319941,Private Bathroom & Private Bedroom in Clinton Hill,922056,Vincent,Brooklyn,Bedford-Stuyvesant,40.68073,-73.95749,Private room,52,180,0,,,1,85
12846229,Beautiful family apt in Astoria,8752988,Julia,Queens,Astoria,40.7613,-73.9153,Entire home/apt,125,1,0,,,1,0
13657292,"Bright, Airy, Rockaway Beach House w/ Backyard",79341807,Tory,Queens,Arverne,40.59421,-73.80043,Entire home/apt,200,2,35,2019-07-06,0.95,1,4
801281,Cozy Modern LES Apt-Prime Location,1010338,Stefan,Manhattan,Lower East Side,40.71956,-73.98574,Entire home/apt,158,5,39,2019-01-04,0.55,1,0
27658203,Sunny Room in Sunset Park Industry City Brooklyn,195517789,Patricia,Brooklyn,Sunset Park,40.65092,-74.00489,Private room,50,3,39,2019-07-02,3.79,2,300
9806373,"Bright Spacious Brooklyn Gem, 3 BR",50523735,Grace,Brooklyn,Prospect-Lefferts Gardens,40.6576,-73.94609,Entire home/apt,140,2,131,2019-06-23,3.06,1,273
32422767,Big and beautiful room in big and beautiful Ap.,133030103,Amaury,Bronx,Wakefield,40.89308,-73.85076,Private room,41,7,2,2019-05-10,0.58,1,357
12134113,Jasmine: Lovely Secret Tea Garden!,13750728,Gayle,Bronx,Longwood,40.81911,-73.90939,Private room,60,2,77,2019-06-12,1.96,4,171
17737245,Chic & zen room in a very clean Brooklyn apt,43045034,Thuy,Brooklyn,Bedford-Stuyvesant,40.6966,-73.93839,Private room,70,3,27,2019-06-01,1.81,1,0
9822032,Shiyi Wang,50591230,Shiyi,Brooklyn,Bushwick,40.69557,-73.9315,Private room,70,1,0,,,1,0
29660984,charming Bedroom in a quite neighborhood,221751961,Maya,Staten Island,Oakwood,40.56028,-74.10678,Private room,46,1,4,2019-01-19,0.51,1,0
16558246,Cozy studio Upper East/Manhattan,109036773,Mila,Manhattan,Upper East Side,40.76794,-73.95712,Entire home/apt,220,8,15,2019-06-14,0.52,1,14
30663416,Cozy Bedroom w/ Bunk Bed - Private Side Yard!!,227679456,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.6609,-73.9412,Private room,55,1,12,2019-06-18,1.76,7,58
36477588,Short Term Rental in East Harlem,214535893,Jeffrey,Manhattan,East Harlem,40.7976,-73.93947,Private room,50,7,0,,,1,22
19439682,Entire Apartement in Queens!8min from Jfk,136288915,Balwinder,Queens,Richmond Hill,40.6839,-73.82444,Entire home/apt,79,1,272,2019-07-07,11.56,1,56
29533923,One stop away from manhattan,91605357,Tina,Brooklyn,Williamsburg,40.7073,-73.95739,Private room,85,1,56,2019-06-26,7.0,2,51
19136267,Loft in Lower East side!,5348587,Amarsana,Manhattan,Lower East Side,40.71734,-73.99071,Private room,75,3,1,2017-06-19,0.04,1,0
16994272,Luxury 2-bedroom apartment in Harlem,570464,Nicole,Manhattan,Harlem,40.80926,-73.95419,Entire home/apt,400,4,8,2019-04-12,0.74,1,42
23745732,*Prime East Village* Quiet & Spacious 2BR Flat,178062766,Andy,Manhattan,East Village,40.73114,-73.98869,Entire home/apt,325,5,44,2019-06-18,2.77,1,179
26918753,Sala star sofacama amplio cerca al Aeropuerto.,202350344,Diana Carolina,Queens,East Elmhurst,40.76109,-73.88898,Private room,40,2,32,2019-07-06,2.86,2,236
34547439,Summer spot!,157666408,Semika,Brooklyn,East Flatbush,40.64268,-73.95132,Private room,70,4,0,,,1,16
33960800,Sunlight Large Studio in Heart of Harlem,56338076,Barbara,Manhattan,Harlem,40.81431,-73.93994,Entire home/apt,130,1,6,2019-06-15,2.25,3,0
3265409,Charming Chelsea bedroom,5508109,Rivani,Manhattan,Chelsea,40.74956,-73.99671,Private room,90,3,2,2019-06-28,1.58,1,53
3512428,Lovely room in doorman building,17616305,Gabrielle,Manhattan,Harlem,40.82774,-73.9508,Private room,90,2,127,2019-07-06,2.15,1,58
32697582,Upper East Side Gem,69784014,William,Manhattan,Upper East Side,40.77817,-73.94743,Entire home/apt,105,3,10,2019-05-27,2.56,1,0
6000709,Comfortable Room in 3BR apartment,10859726,Don Luis,Queens,Astoria,40.7701,-73.93219,Private room,58,1,2,2019-07-01,0.04,3,249
35136809,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",107915864,Mina,Queens,Howard Beach,40.66635,-73.85258,Private room,49,1,3,2019-07-06,2.14,4,329
33910920,Free Cleaning & WiFi-Near Train + Bars & Nightlife,133555768,John & Jennifer,Brooklyn,Bedford-Stuyvesant,40.6908,-73.92784,Private room,35,30,1,2019-06-16,1.0,3,53
217580,"Luxury Furnished 1 bedro, Bay Ridge",1121193,Samuel,Brooklyn,Fort Hamilton,40.61927,-74.0307,Entire home/apt,100,30,7,2018-11-14,0.08,1,241
18162965,"Large, funky Park Slope triplex w outdoor space.",98040412,Amy,Brooklyn,Park Slope,40.67259,-73.98452,Entire home/apt,300,1,0,,,1,0
34490379,Large Accessible Suite in Times Square,260639745,Manhattan At Times Square,Manhattan,Theater District,40.76251,-73.98392,Private room,100,1,0,,,15,292
7967942,West Village/Meatpacking Loft!,24707895,Regi,Manhattan,Chelsea,40.74052,-74.00423,Entire home/apt,385,3,3,2016-06-20,0.07,1,0
26642831,The Best Place to stay in Manhattan,502829,Ildiko,Manhattan,Upper West Side,40.79083,-73.97531,Entire home/apt,225,3,3,2019-05-06,0.42,1,330
399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,67,2019-05-16,0.77,1,301
5237422,Private modern BR & Bath in BK,1297675,Helena,Brooklyn,Prospect Heights,40.68093,-73.97182,Private room,135,2,79,2019-06-19,1.49,2,11
7902291,"Large room, rooftop, queen bed",41667978,Doreen,Manhattan,Lower East Side,40.71449,-73.987,Private room,70,2,1,2015-09-05,0.02,1,0
13863230,Completely Renovated Prewar Apartment in HOT Area,10346084,Lindsay,Queens,Astoria,40.75816,-73.91945,Entire home/apt,110,5,0,,,1,0
1220548,Cozy 2 BR apartment in Queens,2050338,Verena,Queens,Richmond Hill,40.69414,-73.82538,Entire home/apt,90,30,33,2017-12-08,0.46,3,298
31119139,"Beautiful, sunlit bedroom in Brooklyn",33839663,Mike,Brooklyn,Greenpoint,40.72663,-73.93819,Private room,70,7,2,2019-05-16,0.32,2,63
36241283,Enjoy your friendly stay at my place,267943725,Lana,Brooklyn,Midwood,40.62555,-73.95724,Private room,50,1,1,2019-07-02,1.0,1,86
8506757,Brownstone in Brooklyn Heights,3599579,Andrew,Brooklyn,Brooklyn Heights,40.69472,-73.99856,Entire home/apt,195,5,94,2019-06-04,2.04,1,26
13840253,Private elevator contemporary minimalist Brooklyn,19813391,Summer,Brooklyn,Prospect-Lefferts Gardens,40.65761,-73.94646,Entire home/apt,119,1,4,2017-01-01,0.11,2,0
4006264,Cozy Parkside 1 Bedroom Apartment,942933,David,Manhattan,Harlem,40.80489,-73.95759,Entire home/apt,115,1,1,2014-09-25,0.02,1,0
10268712,Hipster Williamsburg Welcomes You!,52799398,Hayley,Brooklyn,Williamsburg,40.71386,-73.94742,Private room,99,3,35,2017-01-09,0.82,1,0
19102698,Amazing Private Bedroom-15min from the Manhattan!,133460613,Ed,Queens,Astoria,40.76169,-73.90819,Private room,49,1,6,2019-05-06,0.24,2,359
1908986,NYC UES APT RENTAL,9906590,Evan,Manhattan,Upper East Side,40.77785,-73.9454,Entire home/apt,350,1,0,,,1,0
30388972,"Ample 1BR w/ Indoor pool, Gym near Broadway by Blueground",107434423,Blueground,Manhattan,Theater District,40.75995,-73.98728,Entire home/apt,278,30,0,,,232,147
22142575,Spacious sunny one bedroom apartment with balcony,1776666,Assaf,Brooklyn,Williamsburg,40.71106,-73.94884,Entire home/apt,160,5,15,2019-05-17,0.97,1,83
35201987,"★2,200sq Duplex w/Backyard near Fort Greene Park★",7305915,Flavia,Brooklyn,Fort Greene,40.69447,-73.97296,Entire home/apt,220,6,0,,,1,43
30388718,"Bright, Luxury FiDi Studio w/ Doorman, Roof deck by Blueground",107434423,Blueground,Manhattan,Financial District,40.70672,-74.00661,Entire home/apt,259,120,0,,,232,286
7092505,Beautiful duplex studio with 2 queen beds,7503643,Vida,Brooklyn,Greenpoint,40.72568,-73.94142,Entire home/apt,129,30,4,2019-06-15,0.08,52,357
26313558,Newly Renovated 2B/2B Skyline & River views BBQ,24013611,Juan,Manhattan,Upper West Side,40.77511,-73.99005,Entire home/apt,295,2,26,2019-06-09,2.17,1,2
35945256,Penn House~~~~5 mins from JFK,269113892,Penn,Queens,Jamaica,40.68248,-73.79417,Entire home/apt,128,1,5,2019-07-01,5.0,1,176
20440249,Sunset Park Brownstone Apartment with Backyard,31031279,Chelsea,Brooklyn,Sunset Park,40.6494,-74.00967,Entire home/apt,72,3,1,2017-09-01,0.04,1,21
34838351,Stunning 2Bed/2BA + 300sqft deck by the river!,931058,Nadine,Brooklyn,Williamsburg,40.7215,-73.96,Entire home/apt,399,1,1,2019-07-02,1.0,1,41
19604361,Bedroom #2 in Queens,137838298,Norma,Queens,Jamaica,40.68121,-73.76869,Private room,60,1,22,2018-12-16,0.99,2,177
16274836,Beautiful Room in Bed-Stuy w/ Bridge Theme,106442885,Ava,Brooklyn,Bedford-Stuyvesant,40.69379,-73.93645,Private room,37,1,93,2019-05-31,3.0,2,2
857810,Heart of Williamsubrg 1 Bedroom,4487224,Tara,Brooklyn,Williamsburg,40.71373,-73.94958,Entire home/apt,249,3,31,2015-09-27,0.4,1,365
27754773,Spacious Room in the heart of Manhattan,209549523,Mariluz,Manhattan,Midtown,40.74863,-73.98291,Private room,150,1,59,2019-06-21,6.04,3,0
16756027,NYC Sunny Private Flat In Heart of it All.,8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,40.69318,-73.95669,Private room,89,2,35,2019-06-03,1.35,4,139
21813814,Cute and convenient WB apartment,158997467,Thomas,Brooklyn,Williamsburg,40.70966,-73.95667,Private room,75,2,41,2018-10-29,2.11,2,0
26414834,Enjoy this cozy private room near Times Sq. 53E4,190921808,John,Manhattan,Hell's Kitchen,40.75561,-73.99543,Private room,55,30,3,2019-05-30,0.92,47,345
25864717,Studio - 5Mins to Times Square,37412692,Kim,Manhattan,Midtown,40.76666,-73.98156,Entire home/apt,200,30,0,,,4,362
19637270,Cozy 1 Bedroom at a Very Convenient Location!,52432205,Magdalena,Queens,Sunnyside,40.74266,-73.91884,Entire home/apt,140,2,4,2018-01-01,0.17,1,0
14027756,Large Soho Loft - Prime Location,57162807,Will,Manhattan,SoHo,40.72178,-73.99742,Entire home/apt,350,5,1,2016-09-23,0.03,1,0
20614043,Charming home away from home.,147339774,Keverel,Brooklyn,Crown Heights,40.66978,-73.94454,Entire home/apt,184,2,40,2018-09-24,1.78,1,0
28082095,The BEST of SoBro,135412962,Charlie,Bronx,Mott Haven,40.80769,-73.91617,Entire home/apt,130,1,38,2019-06-30,3.68,1,349
3495854,Studio loft - Williamsburg/Bushwick,17601262,Enrico,Brooklyn,Williamsburg,40.7139,-73.9353,Entire home/apt,140,2,133,2019-06-27,2.52,2,283
34199783,Modern One Bedroom - Greenpoint,9583320,Raine & Andrew,Brooklyn,Greenpoint,40.72336,-73.94652,Entire home/apt,150,7,1,2019-06-11,1.0,1,0
27633968,Lower East Side Oasis,12970838,Vanja,Manhattan,Lower East Side,40.72159,-73.98959,Entire home/apt,197,5,1,2018-12-04,0.14,1,12
32236681,Sonder | Wall Street | Eclectic 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70615,-74.01243,Private room,262,2,6,2019-06-05,1.59,327,328
5842819,"Amazing Apartment, Heart of Willy!",3560299,Auminea,Brooklyn,Williamsburg,40.71671,-73.95591,Private room,90,1,1,2015-06-03,0.02,1,0
29230390,Your New York Penthouse,213781715,Anting,Manhattan,NoHo,40.7287,-73.99184,Entire home/apt,225,1,0,,,33,364
13170860,"***Luxury Doorman, Grand Central, United Nations**",52950465,Gal,Manhattan,Midtown,40.75266,-73.97252,Entire home/apt,142,30,0,,,12,323
651648,One Bedroom Apartment in an 1879 Brownstone,3274376,Edward,Brooklyn,Clinton Hill,40.68304,-73.96348,Entire home/apt,200,3,56,2019-05-21,0.96,1,365
34000977,Ocean-themed Studio Minutes from the Beach!,8756834,Kristi,Brooklyn,Midwood,40.62635,-73.9725,Entire home/apt,80,2,1,2019-05-08,0.48,1,33
31127267,"Studio apartment between NYC, JFK and LGA airports",32540806,Maor,Queens,Kew Gardens Hills,40.72927,-73.82469,Entire home/apt,45,3,8,2019-06-02,1.33,1,0
4484620,Large Sunny Private Room in 2BR steps from subway,2589436,Sarah,Brooklyn,Williamsburg,40.71594,-73.95649,Private room,70,2,15,2018-03-23,0.29,2,0
17214699,Charming Apt Mins Away from City,114621718,Hope,Brooklyn,Gowanus,40.67706,-73.98406,Entire home/apt,146,1,106,2019-06-29,3.78,2,341
18942038,Lovely and quiet studio in Bushwick,12155032,Clemence,Brooklyn,Bushwick,40.69412,-73.91039,Entire home/apt,150,3,6,2018-07-05,0.27,1,0
27803315,Sonder | Madison Ave | Modern 1BR + Gym,12243051,Sonder,Manhattan,Midtown,40.74705,-73.98268,Entire home/apt,239,29,0,,,96,328
17151230,Right in the middle of it all!,36579189,Daniel,Manhattan,SoHo,40.7204,-74.00047,Private room,109,1,63,2018-06-25,2.23,1,0
3079237,Sunny clean studio in heart of LES,13969061,Lisa,Manhattan,Lower East Side,40.71987,-73.98641,Entire home/apt,150,1,32,2018-12-12,0.51,1,3
35684596,Homey & Cozy room in queens!,83132880,Alyandry,Queens,Maspeth,40.73888,-73.89486,Private room,49,1,0,,,4,321
