customer_id,tenure_months,monthly_charges,contract_type,autopay,internet_service,support_tickets_90d,late_payments_6m,streaming_tv,online_security,senior,region,avg_data_gb,satisfaction_score,retention_offer_last30d,cancellation_request_flag,exit_survey_completed,churn_next_30d
C100521,18,70.67,Month-to-month,No,DSL,0,1,Yes,No,No,East,165.8,6,No,Yes,Yes,Yes
C100522,34,55.18,Month-to-month,Yes,Fiber,0,0,No,No,No,West,226.2,8,Yes,No,No,No
C100523,48,30.67,Month-to-month,Yes,DSL,0,1,No,No,No,West,199.8,6,No,No,No,No
C100524,26,110.08,Month-to-month,No,Fiber,2,2,Yes,Yes,Yes,East,226.6,4,No,No,No,No
C100525,66,47.41,Month-to-month,Yes,Fiber,2,3,No,No,No,South,217.0,6,No,No,No,No
C100526,48,59.83,Two-year,Yes,DSL,0,0,Yes,No,No,East,154.4,8,No,No,No,No
C100527,57,70.43,Month-to-month,No,DSL,2,1,Yes,Yes,No,West,216.7,5,Yes,No,No,No
C100528,62,78.35,Month-to-month,Yes,Fiber,2,1,Yes,No,No,East,222.1,6,No,No,No,No
C100529,7,79.47,Month-to-month,Yes,Fiber,4,1,Yes,No,No,South,232.2,4,No,No,Yes,Yes
C100530,9,64.2,Month-to-month,No,DSL,1,2,No,No,No,North,177.5,6,Yes,No,No,No
C100531,7,60.41,Month-to-month,No,Fiber,0,0,Yes,No,No,South,167.5,8,Yes,No,No,No
C100532,47,75.82,Month-to-month,Yes,Fiber,1,0,Yes,No,No,West,183.6,7,Yes,No,No,No
C100533,2,78.59,One-year,No,DSL,1,2,Yes,No,Yes,West,217.3,9,Yes,No,No,No
C100534,65,74.61,Month-to-month,Yes,Fiber,2,2,Yes,No,No,South,195.3,5,No,No,No,No
C100535,65,58.77,Month-to-month,Yes,Fiber,0,1,Yes,No,Yes,North,301.5,7,No,No,No,No
C100536,18,84.64,Two-year,Yes,Fiber,2,0,Yes,No,No,South,104.6,8,No,No,No,No
C100537,43,37.25,Month-to-month,Yes,None,1,2,No,No,No,West,232.4,7,No,No,No,No
C100538,24,52.05,Month-to-month,No,DSL,2,0,No,No,No,South,192.0,7,No,No,No,No
C100539,70,67.35,Two-year,Yes,DSL,1,1,Yes,No,No,South,149.7,7,No,No,No,No
C100540,17,58.14,Month-to-month,Yes,DSL,2,2,Yes,No,Yes,East,181.9,9,No,No,Yes,Yes
C100541,3,89.6,Two-year,Yes,Fiber,0,1,Yes,Yes,No,South,243.8,7,Yes,No,Yes,Yes
C100542,34,75.02,Month-to-month,No,Fiber,2,2,Yes,Yes,No,North,85.2,6,No,No,No,Yes
C100543,40,65.96,Month-to-month,Yes,DSL,3,0,Yes,No,No,East,195.5,7,No,No,No,No
C100544,53,46.37,One-year,No,DSL,1,0,Yes,No,No,East,93.8,7,No,No,No,No
C100545,1,56.34,Two-year,Yes,DSL,1,0,Yes,No,No,West,193.1,7,No,No,No,No
C100546,11,75.62,Two-year,No,Fiber,2,0,Yes,Yes,No,North,207.7,7,Yes,No,No,No
C100547,34,63.56,Month-to-month,Yes,DSL,3,0,No,Yes,No,South,182.2,5,No,No,No,No
C100548,72,18.0,Two-year,Yes,None,0,0,No,Yes,No,South,258.2,9,No,No,No,No
C100549,72,67.37,Two-year,No,DSL,1,1,Yes,Yes,No,West,219.6,7,No,No,No,No
C100550,7,52.65,Two-year,Yes,Fiber,1,0,Yes,No,No,West,166.0,9,No,No,No,No
C100551,55,66.6,Month-to-month,Yes,Fiber,0,2,No,Yes,No,West,180.4,5,No,No,No,No
C100552,43,81.59,One-year,Yes,Fiber,1,1,Yes,No,No,West,212.1,4,No,No,No,No
C100553,43,81.98,Month-to-month,Yes,DSL,2,4,Yes,Yes,No,South,233.7,3,No,Yes,No,Yes
C100554,4,72.6,One-year,No,DSL,0,2,Yes,No,No,South,212.3,6,Yes,No,No,No
C100555,38,93.36,Month-to-month,Yes,Fiber,1,1,Yes,Yes,Yes,South,104.5,8,No,No,No,No
C100556,30,79.91,Month-to-month,Yes,Fiber,0,0,Yes,Yes,No,East,136.7,6,No,Yes,Yes,Yes
C100557,42,75.75,Month-to-month,No,Fiber,3,2,Yes,Yes,Yes,North,258.0,7,Yes,Yes,No,Yes
C100558,64,67.35,One-year,No,Fiber,3,1,Yes,No,No,East,375.3,4,Yes,Yes,Yes,Yes
C100559,19,75.16,One-year,No,Fiber,2,0,Yes,No,No,South,42.4,9,Yes,No,No,No
C100560,8,62.82,Month-to-month,Yes,Fiber,1,1,No,Yes,No,East,288.9,5,No,No,No,No
C100561,69,99.74,Two-year,No,Fiber,3,1,Yes,No,No,South,207.3,7,No,No,No,No
C100562,42,60.68,Month-to-month,Yes,Fiber,2,0,Yes,Yes,Yes,West,308.5,6,No,Yes,No,Yes
C100563,42,63.02,Month-to-month,No,DSL,3,3,Yes,Yes,No,North,261.2,7,No,No,No,No
C100564,21,18.0,Month-to-month,No,None,1,2,No,No,No,West,97.7,7,No,No,No,No
C100565,22,102.84,One-year,No,Fiber,1,0,Yes,Yes,No,West,258.2,9,No,No,No,No
C100566,58,54.02,Month-to-month,Yes,DSL,2,2,Yes,Yes,No,South,259.1,7,No,No,No,No
C100567,71,53.39,Month-to-month,No,DSL,2,1,Yes,Yes,No,South,195.8,8,No,No,No,No
C100568,55,76.47,Month-to-month,No,DSL,1,1,Yes,Yes,No,West,242.0,8,No,No,No,No
C100569,35,59.44,Month-to-month,No,DSL,1,2,Yes,Yes,No,East,266.5,4,Yes,No,No,No
C100570,7,40.71,Two-year,Yes,DSL,1,0,No,No,No,East,112.8,8,Yes,No,No,No
C100571,46,95.97,Month-to-month,Yes,Fiber,3,1,Yes,Yes,No,South,140.3,4,Yes,No,No,No
C100572,43,22.98,One-year,No,None,0,1,No,Yes,No,South,233.6,9,No,No,No,No
C100573,47,63.67,One-year,Yes,Fiber,4,2,Yes,No,No,North,121.4,6,No,Yes,No,No
C100574,17,61.18,Month-to-month,Yes,Fiber,2,0,No,No,Yes,North,197.8,6,No,No,Yes,Yes
C100575,64,57.47,One-year,No,Fiber,3,2,No,Yes,No,North,121.0,10,Yes,No,No,No
C100576,37,60.56,Month-to-month,Yes,Fiber,0,1,No,No,No,South,266.7,5,No,No,No,No
C100577,65,66.63,Two-year,Yes,Fiber,2,2,No,Yes,No,East,73.5,8,No,Yes,Yes,Yes
C100578,8,83.17,One-year,No,Fiber,1,1,No,No,No,West,209.2,5,No,No,No,No
C100579,10,77.51,Month-to-month,Yes,Fiber,2,2,Yes,Yes,No,East,91.2,5,No,No,No,Yes
C100580,15,42.22,Month-to-month,Yes,DSL,1,0,No,Yes,No,West,49.4,7,No,No,No,No
C100581,3,51.61,Month-to-month,Yes,DSL,1,2,Yes,No,No,North,96.1,7,No,Yes,Yes,Yes
C100582,55,71.32,One-year,No,DSL,1,0,No,Yes,No,South,244.4,6,No,No,No,No
C100583,42,56.95,One-year,Yes,Fiber,1,4,Yes,No,No,East,246.0,6,No,No,No,No
C100584,3,49.19,Month-to-month,Yes,Fiber,2,0,Yes,No,No,South,327.9,7,No,No,No,No
C100585,67,65.34,One-year,Yes,Fiber,1,2,No,Yes,Yes,East,203.5,6,No,No,No,No
C100586,16,91.11,Month-to-month,Yes,Fiber,0,2,Yes,Yes,No,West,318.1,8,No,No,No,No
C100587,1,27.37,Month-to-month,Yes,None,2,1,No,Yes,No,North,231.8,8,Yes,No,No,No
C100588,5,86.36,One-year,Yes,Fiber,4,1,Yes,No,No,South,172.1,5,No,Yes,No,Yes
C100589,15,55.47,Month-to-month,Yes,Fiber,2,3,No,Yes,No,North,278.7,6,No,No,No,No
C100590,72,59.39,One-year,Yes,Fiber,2,1,Yes,No,Yes,East,165.1,5,No,No,No,No
C100591,59,80.33,Two-year,No,Fiber,0,0,Yes,No,Yes,East,235.9,6,No,No,No,No
C100592,63,58.51,Month-to-month,Yes,Fiber,2,2,No,No,No,South,196.4,8,No,No,No,No
C100593,61,33.12,Month-to-month,Yes,Fiber,2,0,No,No,No,South,231.2,9,No,No,No,No
C100594,49,65.47,One-year,Yes,Fiber,4,3,Yes,No,No,West,200.4,5,No,No,No,No
C100595,53,83.88,Month-to-month,Yes,Fiber,2,1,Yes,Yes,No,West,151.0,5,No,No,No,No
C100596,54,22.35,Month-to-month,Yes,DSL,2,0,No,Yes,Yes,West,142.5,7,No,No,No,No
C100597,19,48.48,Two-year,No,DSL,1,1,Yes,Yes,Yes,South,99.5,5,No,No,No,No
C100598,58,70.64,Month-to-month,Yes,DSL,0,1,Yes,No,No,North,195.7,6,No,No,No,No
C100599,14,77.24,Two-year,Yes,DSL,4,0,Yes,Yes,No,South,305.7,7,No,No,No,No
C100600,21,66.53,One-year,No,DSL,0,2,Yes,Yes,No,South,167.0,7,No,No,No,No
C100601,56,52.32,One-year,Yes,DSL,3,1,Yes,Yes,No,North,117.3,9,No,No,No,No
C100602,33,72.51,Month-to-month,Yes,DSL,1,1,Yes,No,No,East,244.8,8,Yes,No,No,No
C100603,62,64.82,Month-to-month,No,Fiber,1,1,No,No,No,East,117.9,7,No,No,No,No
C100604,33,83.16,Month-to-month,Yes,Fiber,0,0,No,No,No,West,140.1,7,No,Yes,No,Yes
C100605,36,65.4,Month-to-month,No,Fiber,1,0,No,Yes,No,South,175.9,7,Yes,No,No,No
C100606,21,78.75,One-year,No,Fiber,2,0,Yes,Yes,No,East,192.5,6,No,No,Yes,Yes
C100607,36,48.24,Month-to-month,Yes,DSL,2,2,No,No,No,West,149.1,4,Yes,Yes,No,No
C100608,58,56.05,One-year,Yes,None,0,2,Yes,Yes,No,South,223.8,6,No,No,No,No
C100609,26,94.15,Two-year,Yes,Fiber,3,0,Yes,Yes,No,West,174.7,7,No,No,No,No
C100610,40,75.1,Month-to-month,Yes,DSL,0,0,No,Yes,No,South,185.4,9,No,No,No,No
C100611,51,84.01,Month-to-month,No,Fiber,3,0,No,Yes,No,North,278.9,8,No,No,No,No
C100612,50,73.7,Two-year,Yes,Fiber,0,0,No,Yes,No,West,207.3,7,No,No,No,No
C100613,57,84.15,One-year,Yes,Fiber,1,0,No,Yes,No,East,144.5,4,No,Yes,No,Yes
C100614,53,79.02,Month-to-month,Yes,Fiber,2,0,Yes,Yes,No,West,181.7,6,No,No,No,No
C100615,68,59.35,Month-to-month,No,Fiber,1,0,Yes,Yes,No,North,137.8,7,No,No,No,No
C100616,15,46.69,Two-year,Yes,DSL,0,1,No,No,No,South,149.6,8,No,No,No,Yes
C100617,59,63.22,One-year,No,DSL,1,1,No,Yes,Yes,North,164.3,8,No,No,No,No
C100618,13,54.17,Month-to-month,Yes,DSL,0,1,Yes,Yes,No,North,86.2,7,No,No,No,No
C100619,28,63.95,One-year,Yes,Fiber,0,0,Yes,No,Yes,East,170.1,9,No,No,No,No
C100620,37,86.14,Two-year,Yes,DSL,5,0,Yes,No,No,East,47.2,5,No,No,No,No
C100621,67,29.58,One-year,Yes,None,3,0,Yes,No,No,East,113.2,7,No,No,No,No
C100622,62,85.7,Month-to-month,No,Fiber,2,1,Yes,Yes,Yes,West,158.5,6,Yes,No,Yes,Yes
C100623,62,81.47,Month-to-month,No,Fiber,1,1,Yes,No,No,North,58.6,7,No,No,No,No
C100624,10,45.2,Two-year,Yes,None,4,0,Yes,No,Yes,East,139.1,8,No,Yes,Yes,Yes
C100625,21,40.38,One-year,Yes,DSL,2,0,Yes,No,No,West,169.0,8,No,No,No,No
C100626,53,18.0,One-year,Yes,None,5,1,No,No,Yes,North,199.8,7,No,No,No,No
C100627,40,33.66,Two-year,Yes,Fiber,0,0,No,No,Yes,West,141.9,8,No,No,No,No
C100628,37,87.94,One-year,Yes,Fiber,2,1,Yes,No,Yes,North,60.0,7,No,Yes,No,No
C100629,53,77.54,Two-year,Yes,Fiber,1,1,Yes,No,No,South,140.6,5,No,No,No,No
C100630,72,73.03,Two-year,No,Fiber,3,1,No,No,Yes,West,21.8,5,No,No,No,No
C100631,4,64.67,Month-to-month,No,Fiber,1,1,No,Yes,Yes,North,179.6,7,No,Yes,No,No
C100632,52,56.69,One-year,Yes,DSL,2,1,Yes,Yes,No,East,221.3,8,Yes,No,No,No
C100633,68,42.24,Month-to-month,Yes,DSL,2,0,No,Yes,No,East,192.3,8,No,No,No,No
C100634,43,61.77,Month-to-month,No,DSL,1,0,Yes,No,No,East,115.7,5,Yes,No,No,No
C100635,71,53.1,Two-year,Yes,DSL,2,1,No,No,No,West,50.5,5,No,Yes,No,No
C100636,25,62.95,Two-year,Yes,DSL,2,0,Yes,Yes,No,South,172.5,5,No,No,No,No
C100637,51,68.52,Month-to-month,Yes,Fiber,4,0,Yes,Yes,No,South,252.8,5,No,No,No,No
C100638,8,76.49,Month-to-month,No,Fiber,1,1,Yes,No,No,South,238.8,6,No,No,No,No
C100639,54,70.09,Month-to-month,Yes,Fiber,5,0,No,No,No,South,93.9,5,No,No,No,No
C100640,5,67.11,One-year,Yes,Fiber,2,2,Yes,No,No,North,205.6,7,No,No,Yes,Yes
C100641,69,40.34,Month-to-month,Yes,DSL,1,1,No,No,No,North,245.5,6,No,No,No,No
C100642,52,73.0,Two-year,Yes,None,2,0,Yes,Yes,No,North,171.8,9,No,No,No,No
C100643,52,42.43,One-year,No,DSL,4,1,Yes,No,Yes,South,260.1,7,No,Yes,Yes,Yes
C100644,59,78.08,Month-to-month,No,DSL,0,1,No,Yes,Yes,North,230.3,7,No,No,No,No
C100645,38,62.39,Month-to-month,No,Fiber,3,0,Yes,No,No,South,222.5,5,No,No,No,No
C100646,44,65.33,Two-year,Yes,DSL,0,2,Yes,No,No,South,215.3,9,No,No,No,No
C100647,32,42.86,Month-to-month,No,DSL,1,0,Yes,Yes,No,East,334.8,6,No,No,No,No
C100648,26,48.71,Two-year,No,DSL,2,0,No,No,No,West,205.7,7,No,No,No,No
C100649,61,72.23,One-year,No,Fiber,5,1,Yes,No,No,South,225.6,3,No,No,No,No
C100650,23,97.88,Month-to-month,Yes,Fiber,1,1,Yes,No,No,West,143.1,7,No,No,No,No
