order_id,order_date,ship_date,region,city,category,subcategory,sales_channel,customer_type,quantity,unit_price,discount,revenue,returned,notes
ORD-1225,07-09-2025,2025-07-16,West,Seattle,Office Supplies,Binder,In-Store,Consumer ,3,8.81,0.15,-$13.48,1,—
ORD-1225,Jul 09 2025,7/16/25,West,Seattle ,Office Supplies,Paper,In-Store,Consumer,2, 12.70 ,10%,22.87 USD,FALSE,gift
ORD-1225,07-09-2025,Jul 16 2025,West,Seattle,Office Supplies,binder,In-Store,Consumer,3,USD 8.20,10 percent,22.13,0,.
ORD-1226,03-13-2025,Mar 19 2025,South,Dallas,Office Supplies ,Binder,Online,Consumer,1,8.75,15%,7.44,0,
ORD-1226,3/13/25,Mar 19 2025,South,Dallas,Office Supplies,Paper,Online,Consumer,3,13,10%, 35.76 ,FALSE,.
ORD-1226,03-13-2025,3/19/25,South,Dallas,Technology,Headphones,online,Consumer,2 units,$70.34,0,$140.68,no,—
ORD-1227,Apr 10 2025,Apr 13 2025,Northeast,Pittsburgh,Office Supplies,Binder,In-Store ,Corporate,3,8,10%,-$13.48,1,
ORD-1228,3/8/25,2025/03/09,South,Nashville,,Paper,Online ,Corporate,2,13.35,10%,$24.02,1,.
ORD-1228,3/8/25,2025/03/09,SOUTH,Nashville,Office Supplies,Binder,Online,Corporate,2,7.58,0,15,N,—
ORD-1228,3/8/25,2025-03-09,South,Nashville,Technology ,Laptop,Online,Corp,5,934.50,0,"$4,672.50",no,priority
ORD-1229,2025-07-01,2025/07/06,Northeast,New York,Office Supplies,Pen,In-Store,corporate,2,2.90,10%,$5.23,No,gift
ORD-1229,2025-07-01,7/6/25,Northeast,New York,Technology,Headphones,In-Store,Corporate,2 units,79.86,0.05,151.74,yes,.
ORD-1230,01-15-2025,Jan 17 2025,North East,New York,Office-Supplies,Paper,Online,Consumer,3,USD 13.46,0.10,unknown,no,
ORD-1230,Jan 15 2025,2025/01/17,Northeast,New York ,Office-Supplies,Paper,Online,Consumer,1,$13.27,0%,13.27,N,late addr fix
ORD-1231,04-09-2025,4/16/25,Midwest,Milwaukee,Furniture,Chair,online,Corporate,1,$131.65,No discount,($78.99),TRUE,
ORD-1232,Apr 07 2025,2025-04-13,W.,San Diego,Office Supplies,Binder,In-Store,corporate,3,6.97,15%,($10.66),Yes,
ORD-1233,6/7/25,2025-06-11,Northeast ,New York,Technology,Laptop,Phone Order,Consumer,1,920.43,0,$920.43,FALSE,—
ORD-1233,Jun 07 2025,2025/06/11,NE,New York,Technology ,Laptop,Phone,Consumer,3, 1087.10 ,0.05,"3,098.24 USD",0,
ORD-1234,06-15-2025,Jun 16 2025,West,Portland,office supplies,Binder,In Store,Consumer ,3,8.10,0.05,$23.10,0,gift
ORD-1234,2025-06-15,2025/06/16,West,Portland,office_supplies,Binder,In-Store,Consumer,1,7.24,10%,$6.52,—,priority
ORD-1234,Jun 15 2025,2025-06-16,West,Portland,office_supplies,paper,In-Store ,Consumer,3,13.97,10%,$37.71,1,.
ORD-1235,not recorded,2025/05/26,Midwest,Milwaukee,Office Supplies,pen,Phone ,Consumer,1,2.91,.20,2,0,rush
ORD-1235,05-21-2025,2025-05-26,MW,Milwaukee,Furniture,Chair,phone,Consumer,2,110.27,No discount,220.54,Y,
ORD-1236,07-30-2025,2025-08-04,South,Atlanta,Furnitures,Desk,In-Store,Corporate,4,$316.57,0,"$1,266.29",No,
ORD-1236,2025-07-30,2025/08/04,South,Atlanta ,Furniture,Bookcase,In-Store,Corporate,four,—,.10,696,0,.
ORD-1237,01-08-2025,1/12/25,Midwest,Madison,furniture,Bookcase,Phone,Corporate,3,200.37,10%,unknown,FALSE,
ORD-1238,04-11-2025,2025/04/16,West,Seattle,Office Supplies,Paper ,Phone,Corporate,one,USD 11.66,0,$11.66,N,late addr fix
ORD-1239,02-23-2025,2/25/25,Midwest,Milwaukee,technology,Headphones,In-Store,Consumer,1,—,0,-46.80,TRUE,.
ORD-1240,2025-06-03,6/6/25,West,Portland,Technology,Headphones,In-Store,Corporate,2,82.02,.05,-$93.50,1,late addr fix
ORD-1241,Jul 08 2025,7/10/25,Northeast,Boston,Furniture,Chair,Online,Consumer,3,114.35,0.10, 308.74 ,0,gift
ORD-1241,7/8/25,7/10/25,Northeast,Boston,Technology,Headphones,Online,Consumer,5,71.31,none,$356.57,No,gift
ORD-1241,2025-07-08,Jul 10 2025,Northeast,Boston,Office Supplies,Pen,Online,Consumer,1,—,0,unknown,N,priority
ORD-1242,2/27/25,2025-03-05,Midwest,Milwaukee,Office Supplies,Pen ,Phone,Corporate,2,$3.11,10%, 5.60 ,0,
ORD-1242,2025-02-27,Mar 05 2025,Midwest,Milwaukee,Furnitures,Bookcase,PHONE,Corporate,3,$216.40,15%, 551.83 ,No,
ORD-1243,03-01-2025,3/5/25,Northeast,Pittsburgh,Furniture,Desk,In-Store,Consumer ,4,303.62,15%,1032.30,no,
ORD-1244,06-22-2025,Jun 24 2025,Northeast,New York,Office Supplies,Binder,In-Store,Home Office ,2,USD 9.41,none,$18.83,0,.
ORD-1245,2/2/25,2025/02/06,West,Portland,Technology,Headphones,Online,Consumer,3,$73.41,.10,198.21 USD,No,priority
ORD-1245,2/2/25,2/6/25,West ,Portland,technology,Laptop,Online,consumer,4 units,906.30,No discount,3625.19,FALSE,late addr fix
ORD-1246,Apr 06 2025,2025/04/10,South ,Dallas,Office Supplies,Paper ,Phone,Corporate,3,$13.41,20%,$32.18,N,rush
ORD-1246,4/6/25,4/10/25,South,Dallas,Technology,Laptop,Phone,Corporate,2,826.51,0.10,"1,488",0,
ORD-1246,Apr 06 2025,4/10/25,South,Dallas,Office Supplies,Paper,PHONE,Corporate,2 units,11.11,No discount,$22.22,FALSE,
ORD-1247,Mar 03 2025,3/5/25,Midwest,Indianapolis,office_supplies,binder,Online,Corporate,3,$7.00,0,unknown,0,
ORD-1247,Mar 03 2025,Mar 05 2025,Midwest,Indianapolis ,Office Supplies ,Pen,Online,Corporate,2,2.98,none,5.96 USD,N,
ORD-1248,4/19/25,2025/04/20,Northeast,Philadelphia,Technology,Headphones,Online,Corporate,1, 94.27 ,5 percent,89.55 USD,TRUE,
ORD-1249,2/18/25,2025-02-21,West,Phoenix,office_supplies,Paper,In store,Corporate,five,12.46,0%,62.28,no,
ORD-1249,2/18/25,2025-02-21,West,Phoenix,Office Supplies,Pen,In-Store,Corporate,1 units,3,0.20,2.53,no,—
ORD-1250,2025-04-09,2025/04/10,South,Nashville,Furniture,Desk,Online,Consumer,5 units,286,20%,1144.73,FALSE,priority
ORD-1250,04-09-2025,4/10/25,South,Nashville,Furniture,Bookcase,Online,Consumer,2,228.28,none,$456.56,FALSE,
ORD-1250,4/9/25,2025/04/10,South,Nashville,Furniture,Bookcase,Online,Consumer,one,217.66,.10,$195.89,1,.
ORD-1251,2025-04-12,2025/04/16,West,San Diego,office_supplies,Binder,Online,Home Office,4,7.40,10%,$26.65,FALSE,
ORD-1252,07-20-2025,2025/07/23,South,Nashville,Technology,Laptop,Phone,Home Office,1, 884.56 ,5 percent,$840.33,Yes,
ORD-1252,7/20/25,Jul 23 2025,South,Nashville,Tech,Laptop,Phone,Home Office ,4,855.72,.20,"$2,738.30",N,late addr fix
ORD-1253,3/13/25,2025/03/14,South,Nashville,Office Supplies,Pen,Online,Consumer,3,2.64,0,$7.92,N,
ORD-1253,3/13/25,2025-03-14,South,Nashville,Office Supplies,Pen,Online,consumer,1,3.17,0.20,$2.53,FALSE,gift
ORD-1254,2025-07-13,2025-07-15,W.,San Diego,Technology,Laptop,In Store,Consumer,4,1082.55,20%,"-$2,078.50",yes,
ORD-1255,May 14 2025,5/16/25,West,San Diego,Technology,Headphones,In-Store ,Consumer , 5 ,72,.10,$323.60,0,
ORD-1255,May 14 2025,May 16 2025,West,SanDiego,furniture,Bookcase,In-Store,Consumer,three,218,5 percent,unknown,FALSE,—
ORD-1256,2025-07-19,7/26/25,Midwest,Indianapolis,Technology,headphones,Online,Consumer,4,90.33,0.05, 343.26 ,No,
ORD-1257,4/27/25,2025-05-02,North East,Pittsburgh,Office Supplies ,Paper,In-Store,Consumer,2,10.94,none,21.87,N,priority
ORD-1257,Apr 27 2025,TBD,unknown,pittsburgh,Furniture,Chair,In Store,Consumer,1,104.73,0.20,$83.79,No,late addr fix
ORD-1257,04-27-2025,May 02 2025,Northeast,Pittsburgh,Office Supplies,Paper,instore,Consumer,4,—,none,54.04 USD,No,.
ORD-1258,03-09-2025,3/11/25,West,Portland,Office Supplies,Pen,In-Store,Consumer,4,USD 3.08,0,12.33,Y,rush
ORD-1258,3/9/25,2025/03/11,West,Portland,Furnitures,Chair,In-Store,Consumer,1,132.32,none,132.32 USD,no,
ORD-1259,2025-05-19,5/26/25,Northeast,Pittsburgh,Technology,Headphones,Online,Corporate,1,USD 68.27,15 percent,$58.03,N,—
ORD-1260,Jun 14 2025,2025-06-21,Northeast,Boston,Office Supplies ,Pen,Online,Consumer,2,3.30,10%,5.94,N,.
ORD-1028,2025-01-14,1/16/25,Midwest,Madison,Technology,Monitor,In-Store,Consumer,1,188.84,20%,$151.07,No,—
ORD-1048,04-06-2025,4/11/25,Midwest,Chicago,Office Supplies,Binder,Online,Corporate,1,USD 7.99,0%,$7.99,N,—
ORD-1020,May 23 2025,2025/05/28,Midwest,Madison,Furniture,Chair,In-Store,Consumer,1,116.51,0.10,$104.86,no,priority
ORD-1131,May 13 2025,2025/05/19,West,Portland,Office Supplies,Paper,In-Store,Corporate,2,11.38,0.10,20.48 USD,no,priority
ORD-1132,05-24-2025,5/29/25,Northeast,Pittsburgh,Technology,Headphones,In-Store,Consumer,1 units,83.50,0%,$83.50,no,
ORD-1237,01-08-2025,1/12/25,Midwest,Madison,furniture,Bookcase,Phone,Corporate,3,200.37,10%,unknown,FALSE,
ORD-1062,04-24-2025,4/30/25,Midwest,Milwaukee,Office Supplies,Paper,In-Store,Corporate,1,—,0.15,$10.92,no,priority
ORD-1053,Jul 23 2025,2025/07/26,West,Phoenix ,Office Supplies ,Binder,In-Store,Consumer,1 units, 8.64 ,.05,$8.21,FALSE,
ORD-1146,5/2/25,2025/05/09,Northeast,New York,Technology,Laptop,In-Store,unknown,3,916.46,10 percent,2474.45,0,rush
ORD-1006,3/31/25,2025/04/07,South ,Nashville,Technology,Laptop,Online,Consumer,.,$931.30,none,"USD 1,862.59",FALSE,priority
ORD-1150,Jun 21 2025,Jun 28 2025,South,Dallas,Furniture,Desk,In store,Consumer ,5 units,316.67,0%,"$1,583.36",Y,
ORD-1134,06-21-2025,6/26/25,West,Seattle,Office Supplies,Pen,In-Store,Consumer,4,2.98,15%,$10.12,,.
ORD-1228,3/8/25,2025/03/09,SOUTH,Nashville,Office Supplies,Binder,Online,Corporate,2,7.58,0,15,N,—
ORD-1044,2025-03-03,2025/03/10,midwest,Indianapolis,Office Supplies,Paper,Phone,Consumer,5 units,12.27,10%,55.22,FALSE,gift
ORD-1217,2025-05-05,2025/05/10,Midwest,Milwaukee,office_supplies,binder,Online ,Home Office,2,7.97,0.20,12.76 USD,yes,gift
ORD-1233,6/7/25,2025-06-11,Northeast ,New York,Technology,Laptop,Phone Order,Consumer,1,920.43,0,$920.43,FALSE,—
